t_s,sclk_mhz,sclk_max_mhz,busy_pct,power_w,power_cap_w,temp_c,reasons
330.07,1935,2100,100,188.58,200.00,62,
330.62,1950,2100,100,190.83,200.00,62,
331.15,1935,2100,100,190.76,200.00,62,
331.71,1935,2100,100,189.31,200.00,63,
332.26,1935,2100,100,189.30,200.00,63,
332.82,1935,2100,100,188.83,200.00,62,
333.39,1935,2100,100,190.40,200.00,63,
333.97,1935,2100,100,188.87,200.00,63,
334.51,1935,2100,100,189.17,200.00,63,
335.07,1935,2100,100,188.92,200.00,62,
335.62,1950,2100,100,191.08,200.00,62,
336.18,1935,2100,100,190.94,200.00,63,
336.73,1935,2100,100,189.10,200.00,63,
337.32,1935,2100,100,189.18,200.00,63,
337.87,1935,2100,100,188.97,200.00,63,
338.43,1935,2100,100,191.27,200.00,63,
338.98,1935,2100,100,189.15,200.00,63,
339.56,1935,2100,100,189.03,200.00,63,
340.11,1935,2100,100,188.66,200.00,62,
340.66,1950,2100,100,190.75,200.00,62,
341.22,1935,2100,100,191.40,200.00,62,
341.76,1935,2100,100,189.53,200.00,63,
342.33,1935,2100,100,189.38,200.00,63,
342.89,1935,2100,100,188.88,200.00,62,
343.46,1935,2100,100,191.07,200.00,63,
344.02,1935,2100,100,189.16,200.00,63,
344.59,1935,2100,100,189.55,200.00,63,
345.12,1935,2100,100,189.07,200.00,62,
345.68,1950,2100,100,190.48,200.00,62,
346.23,1950,2100,100,191.27,200.00,63,
346.76,1935,2100,100,188.83,200.00,63,
347.32,1935,2100,100,189.23,200.00,63,
347.87,1935,2100,100,189.22,200.00,63,
348.43,1950,2100,100,191.44,200.00,63,
348.98,1935,2100,100,188.72,200.00,63,
349.55,1935,2100,100,188.99,200.00,63,
350.09,1935,2100,100,189.17,200.00,63,
350.64,1950,2100,100,190.59,200.00,62,
351.20,1950,2100,100,191.84,200.00,63,
351.76,1935,2100,100,189.06,200.00,63,
352.31,1935,2100,100,188.97,200.00,63,
352.86,1935,2100,100,188.83,200.00,62,
353.42,1950,2100,100,191.64,200.00,63,
353.97,1935,2100,100,189.48,200.00,63,
354.52,1935,2100,100,189.17,200.00,63,
355.06,1935,2100,100,188.83,200.00,63,
355.62,1950,2100,100,189.86,200.00,62,
356.17,1950,2100,100,191.45,200.00,63,
356.73,1935,2100,100,189.28,200.00,63,
357.28,1935,2100,100,189.34,200.00,63,
357.84,1935,2100,100,189.32,200.00,63,
358.39,1950,2100,100,190.21,200.00,62,
358.95,1935,2100,100,189.32,200.00,63,
359.52,1935,2100,100,189.04,200.00,63,
360.07,1935,2100,100,189.04,200.00,63,
360.62,1950,2100,100,190.05,200.00,62,
361.17,1950,2100,100,191.93,200.00,62,
361.73,1935,2100,100,189.53,200.00,63,
362.28,1935,2100,100,189.03,200.00,63,
362.84,1935,2100,100,188.95,200.00,63,
363.38,1950,2100,100,189.87,200.00,62,
363.93,1935,2100,100,189.47,200.00,63,
364.52,1935,2100,100,188.68,200.00,63,
365.06,1935,2100,100,188.61,200.00,63,
365.61,1950,2100,100,189.49,200.00,62,
366.15,1950,2100,100,192.10,200.00,63,
366.70,1950,2100,100,189.83,200.00,63,
367.26,1935,2100,100,189.04,200.00,63,
367.81,1935,2100,100,188.99,200.00,63,
368.36,1935,2100,100,189.60,200.00,62,
368.92,1950,2100,100,189.78,200.00,63,
369.47,1935,2100,100,189.28,200.00,63,
370.03,1935,2100,100,189.22,200.00,63,
370.58,1935,2100,100,189.65,200.00,62,
371.14,1950,2100,100,191.85,200.00,62,
371.69,1950,2100,100,189.62,200.00,63,
372.24,1935,2100,100,188.85,200.00,63,
372.80,1935,2100,100,189.24,200.00,63,
373.35,1935,2100,100,189.84,200.00,62,
373.91,1950,2100,100,192.05,200.00,62,
374.46,1935,2100,100,188.93,200.00,63,
375.02,1935,2100,100,188.92,200.00,63,
375.57,1935,2100,100,189.41,200.00,62,
376.13,1950,2100,100,192.23,200.00,62,
376.66,1950,2100,100,189.90,200.00,63,
377.22,1935,2100,100,188.91,200.00,63,
377.77,1935,2100,100,188.86,200.00,63,
378.34,1935,2100,100,189.03,200.00,62,
378.90,1950,2100,100,192.24,200.00,62,
379.44,1935,2100,100,189.11,200.00,63,
379.99,1935,2100,100,188.71,200.00,63,
380.55,1935,2100,100,188.69,200.00,62,
381.10,1950,2100,100,191.95,200.00,62,
381.66,1950,2100,100,190.10,200.00,63,
382.21,1935,2100,100,189.16,200.00,63,
382.77,1935,2100,100,189.24,200.00,62,
383.32,1935,2100,100,189.07,200.00,62,
383.87,1950,2100,100,191.95,200.00,62,
384.41,1935,2100,100,189.83,200.00,63,
384.94,1935,2100,100,189.20,200.00,62,
385.50,1935,2100,100,189.12,200.00,62,
386.05,1950,2100,100,191.79,200.00,62,
386.61,1935,2100,100,189.85,200.00,63,
387.17,1935,2100,100,188.41,200.00,63,
387.74,1935,2100,100,188.91,200.00,63,
388.29,1935,2100,100,188.95,200.00,62,
388.86,1950,2100,100,191.76,200.00,62,
389.42,1935,2100,100,188.53,200.00,63,
389.97,1935,2100,100,188.88,200.00,63,
390.52,1935,2100,100,188.39,200.00,62,
391.09,1950,2100,100,191.39,200.00,62,
391.65,1935,2100,100,190.43,200.00,63,
392.20,1935,2100,100,189.03,200.00,63,
392.74,1935,2100,100,189.03,200.00,62,
393.29,1935,2100,100,188.06,200.00,62,
393.84,1950,2100,100,191.06,200.00,62,
394.38,1935,2100,100,190.23,200.00,63,
394.95,1935,2100,100,189.24,200.00,63,
395.50,1935,2100,100,188.07,200.00,62,
396.05,1950,2100,100,190.91,200.00,62,
396.61,1935,2100,100,190.35,200.00,62,
397.16,1935,2100,100,189.11,200.00,63,
397.72,1935,2100,100,189.05,200.00,63,
398.27,1935,2100,100,188.57,200.00,62,
398.84,1950,2100,100,191.43,200.00,62,
399.38,1935,2100,100,190.76,200.00,63,
399.93,1935,2100,100,188.99,200.00,63,
400.49,1935,2100,100,188.77,200.00,62,
401.04,1950,2100,100,191.54,200.00,62,
401.60,1935,2100,100,191.00,200.00,63,
402.16,1935,2100,100,189.22,200.00,63,
402.71,1935,2100,100,188.98,200.00,63,
403.27,1935,2100,100,188.52,200.00,62,
403.82,1950,2100,100,191.23,200.00,62,
404.37,1935,2100,100,191.16,200.00,62,
404.93,1935,2100,100,189.20,200.00,63,
405.49,1935,2100,100,188.69,200.00,62,
406.04,1950,2100,100,190.93,200.00,62,
406.60,1935,2100,100,190.90,200.00,63,
407.15,1935,2100,100,189.54,200.00,63,
407.71,1935,2100,100,189.43,200.00,63,
408.26,1935,2100,100,188.85,200.00,63,
408.82,1950,2100,100,190.81,200.00,62,
409.35,1950,2100,100,190.39,200.00,63,
409.90,1935,2100,100,188.94,200.00,63,
410.45,1935,2100,100,188.98,200.00,63,
411.01,1950,2100,100,191.00,200.00,62,
411.58,1950,2100,100,190.76,200.00,63,
412.14,1935,2100,100,188.78,200.00,63,
412.69,1935,2100,100,188.83,200.00,63,
413.24,1935,2100,100,188.79,200.00,63,
413.80,1950,2100,100,191.00,200.00,62,
414.35,1950,2100,100,191.23,200.00,63,
414.91,1935,2100,100,189.19,200.00,63,
415.46,1935,2100,100,188.77,200.00,63,
416.01,1950,2100,100,190.70,200.00,62,
416.57,1950,2100,100,191.32,200.00,63,
417.14,1935,2100,100,189.39,200.00,63,
417.70,1935,2100,100,189.34,200.00,63,
418.25,1935,2100,100,188.96,200.00,63,
418.80,1950,2100,100,190.66,200.00,62,
419.36,1950,2100,100,191.17,200.00,63,
419.91,1935,2100,100,189.08,200.00,63,
420.46,1935,2100,100,189.14,200.00,63,
421.02,1950,2100,100,190.47,200.00,62,
421.57,1950,2100,100,191.16,200.00,63,
422.13,1935,2100,100,188.70,200.00,63,
422.68,1935,2100,100,189.00,200.00,63,
423.24,1935,2100,100,189.07,200.00,63,
423.79,1950,2100,100,190.54,200.00,62,
424.34,1950,2100,100,191.34,200.00,63,
424.90,1935,2100,100,188.68,200.00,63,
425.45,1935,2100,100,188.85,200.00,63,
426.01,1950,2100,100,190.39,200.00,62,
426.56,1950,2100,100,191.72,200.00,63,
427.12,1935,2100,100,188.84,200.00,63,
427.67,1935,2100,100,188.79,200.00,63,
428.22,1935,2100,100,188.71,200.00,63,
428.77,1950,2100,100,189.98,200.00,62,
429.31,1950,2100,100,191.76,200.00,63,
429.86,1950,2100,100,189.70,200.00,63,
430.40,1935,2100,100,189.44,200.00,63,
430.95,1935,2100,100,190.05,200.00,62,
431.50,1950,2100,100,191.60,200.00,63,
432.06,1950,2100,100,189.40,200.00,63,
432.61,1935,2100,100,189.46,200.00,63,
433.17,1935,2100,100,189.29,200.00,63,
433.74,1935,2100,100,190.04,200.00,62,
434.27,1950,2100,100,191.70,200.00,63,
434.83,1950,2100,100,189.14,200.00,63,
435.37,1935,2100,100,188.89,200.00,63,
435.92,1935,2100,100,189.10,200.00,62,
436.48,1950,2100,100,190.41,200.00,62,
437.03,1950,2100,100,191.20,200.00,63,
437.60,1950,2100,100,191.20,200.00,63,
438.15,1935,2100,100,189.15,200.00,63,
438.69,1935,2100,100,189.21,200.00,62,
439.25,1950,2100,100,190.49,200.00,62,
439.80,1950,2100,100,191.31,200.00,63,
440.36,1935,2100,100,188.70,200.00,63,
440.93,1935,2100,100,189.07,200.00,63,
441.46,1950,2100,100,190.47,200.00,63,
442.02,1950,2100,100,192.04,200.00,63,
442.57,1935,2100,100,189.41,200.00,63,
443.12,1935,2100,100,189.18,200.00,63,
443.68,1935,2100,100,188.94,200.00,62,
444.24,1950,2100,100,189.93,200.00,62,
444.79,1950,2100,100,191.63,200.00,63,
445.35,1935,2100,100,189.54,200.00,63,
445.90,1935,2100,100,189.21,200.00,63,
446.46,1950,2100,100,189.84,200.00,62,
447.03,1935,2100,100,191.54,200.00,63,
447.58,1935,2100,100,189.37,200.00,63,
448.13,1935,2100,100,189.42,200.00,63,
448.69,1935,2100,100,189.31,200.00,62,
449.25,1950,2100,100,189.99,200.00,62,
449.80,1935,2100,100,191.73,200.00,63,
450.35,1935,2100,100,189.25,200.00,63,
450.91,1935,2100,100,189.00,200.00,63,
451.47,1950,2100,100,190.10,200.00,62,
452.02,1935,2100,100,192.00,200.00,63,
452.58,1935,2100,100,189.36,200.00,63,
453.13,1935,2100,100,188.80,200.00,63,
453.72,1935,2100,100,188.83,200.00,62,
454.28,1950,2100,100,189.91,200.00,62,
454.83,1935,2100,100,192.35,200.00,63,
455.39,1935,2100,100,189.59,200.00,63,
455.94,1935,2100,100,188.78,200.00,62,
456.50,1950,2100,100,189.64,200.00,62,
457.05,1935,2100,100,192.28,200.00,63,
457.61,1935,2100,100,190.21,200.00,63,
458.17,1935,2100,100,189.49,200.00,63,
458.72,1935,2100,100,189.18,200.00,62,
459.25,1950,2100,100,189.75,200.00,62,
459.81,1935,2100,100,191.91,200.00,63,
460.35,1935,2100,100,189.81,200.00,63,
460.90,1935,2100,100,189.29,200.00,63,
461.46,1950,2100,100,189.85,200.00,62,
462.01,1950,2100,100,192.13,200.00,63,
462.58,1935,2100,100,189.72,200.00,63,
463.14,1935,2100,100,189.04,200.00,63,
463.71,1935,2100,100,189.46,200.00,62,
464.24,1950,2100,100,189.94,200.00,62,
464.79,1935,2100,100,192.18,200.00,63,
465.34,1935,2100,100,189.93,200.00,63,
465.88,1935,2100,100,189.14,200.00,63,
466.44,1950,2100,100,189.57,200.00,62,
466.97,1950,2100,100,192.49,200.00,63,
467.52,1935,2100,100,190.11,200.00,63,
468.08,1935,2100,100,189.00,200.00,63,
468.61,1935,2100,100,188.92,200.00,62,
469.16,1950,2100,100,189.01,200.00,62,
469.71,1935,2100,100,192.37,200.00,63,
470.27,1935,2100,100,190.41,200.00,63,
470.82,1935,2100,100,189.21,200.00,63,
471.37,1935,2100,100,188.96,200.00,62,
471.91,1950,2100,100,188.98,200.00,62,
472.46,1935,2100,100,190.39,200.00,63,
473.04,1935,2100,100,189.37,200.00,63,
473.57,1935,2100,100,189.51,200.00,62,
474.16,1950,2100,100,189.25,200.00,62,
474.73,1950,2100,100,192.14,200.00,63,
475.27,1935,2100,100,190.19,200.00,63,
475.84,1935,2100,100,188.88,200.00,63,
476.40,1935,2100,100,189.43,200.00,62,
476.96,1950,2100,100,192.25,200.00,63,
477.51,1935,2100,100,190.36,200.00,63,
478.07,1935,2100,100,188.68,200.00,63,
478.66,1935,2100,100,189.05,200.00,62,
479.21,1950,2100,100,189.08,200.00,62,
479.77,1950,2100,100,192.35,200.00,63,
480.32,1935,2100,100,190.68,200.00,63,
480.87,1935,2100,100,188.90,200.00,63,
481.42,1950,2100,100,188.52,200.00,62,
481.98,1950,2100,100,191.82,200.00,63,
482.53,1935,2100,100,190.90,200.00,63,
483.09,1935,2100,100,189.55,200.00,63,
483.66,1935,2100,100,189.43,200.00,63,
484.20,1950,2100,100,188.46,200.00,62,
484.75,1950,2100,100,191.40,200.00,62,
485.31,1935,2100,100,190.60,200.00,63,
485.86,1935,2100,100,189.68,200.00,63,
486.42,1935,2100,100,189.62,200.00,63,
486.97,1950,2100,100,191.72,200.00,63,
487.52,1935,2100,100,190.75,200.00,63,
488.07,1935,2100,100,189.30,200.00,63,
488.61,1935,2100,100,189.34,200.00,63,
489.17,1950,2100,100,188.95,200.00,62,
489.72,1950,2100,100,191.56,200.00,63,
490.27,1935,2100,100,190.87,200.00,63,
490.82,1935,2100,100,189.10,200.00,63,
491.37,1935,2100,100,188.91,200.00,63,
491.93,1950,2100,100,191.76,200.00,63,
492.48,1950,2100,100,191.36,200.00,63,
493.04,1935,2100,100,189.41,200.00,63,
493.59,1935,2100,100,189.04,200.00,63,
494.13,1935,2100,100,188.62,200.00,62,
494.67,1950,2100,100,191.18,200.00,63,
495.20,1950,2100,100,191.15,200.00,63,
495.76,1935,2100,100,189.56,200.00,63,
496.31,1935,2100,100,189.20,200.00,62,
496.87,1950,2100,100,188.58,200.00,62,
497.42,1935,2100,100,190.51,200.00,63,
497.99,1935,2100,100,189.20,200.00,63,
498.55,1935,2100,100,189.46,200.00,63,
499.10,1935,2100,100,188.98,200.00,62,
499.64,1950,2100,100,190.85,200.00,63,
500.19,1950,2100,100,190.42,200.00,63,
500.74,1935,2100,100,188.94,200.00,63,
501.30,1935,2100,100,189.07,200.00,63,
501.87,1935,2100,100,188.90,200.00,62,
502.43,1935,2100,100,190.84,200.00,63,
503.00,1935,2100,100,188.85,200.00,63,
503.56,1935,2100,100,188.89,200.00,62,
504.11,1935,2100,100,188.67,200.00,62,
504.66,1950,2100,100,190.92,200.00,62,
505.22,1950,2100,100,191.18,200.00,63,
505.77,1935,2100,100,188.94,200.00,63,
506.31,1935,2100,100,188.57,200.00,62,
506.86,1935,2100,100,188.24,200.00,62,
507.41,1950,2100,100,190.57,200.00,63,
507.99,1935,2100,100,188.93,200.00,63,
508.54,1935,2100,100,188.93,200.00,62,
509.09,1935,2100,100,188.49,200.00,62,
509.63,1950,2100,100,190.13,200.00,62,
510.19,1935,2100,100,190.76,200.00,63,
510.75,1935,2100,100,188.65,200.00,62,
511.30,1935,2100,100,189.04,200.00,63,
511.85,1935,2100,100,188.76,200.00,62,
512.41,1935,2100,100,190.88,200.00,62,
512.98,1935,2100,100,188.42,200.00,63,
513.54,1935,2100,100,188.60,200.00,62,
514.11,1935,2100,100,188.69,200.00,62,
514.66,1950,2100,100,190.21,200.00,62,
515.25,1950,2100,100,190.21,200.00,62,
515.79,1935,2100,100,188.30,200.00,62,
516.35,1935,2100,100,188.66,200.00,62,
516.90,1935,2100,100,188.73,200.00,62,
517.45,1935,2100,100,191.70,200.00,62,
517.99,1935,2100,100,188.87,200.00,63,
518.55,1935,2100,100,188.80,200.00,62,
519.11,1935,2100,100,188.72,200.00,62,
519.66,1950,2100,100,189.83,200.00,62,
520.22,1935,2100,100,191.53,200.00,62,
520.79,1935,2100,100,189.39,200.00,63,
521.35,1935,2100,100,189.14,200.00,62,
521.90,1935,2100,100,188.75,200.00,62,
522.45,1935,2100,100,191.31,200.00,62,
523.00,1935,2100,100,189.21,200.00,62,
523.58,1935,2100,100,189.24,200.00,62,
524.13,1935,2100,100,189.13,200.00,62,
524.70,1950,2100,100,189.66,200.00,62,
525.25,1950,2100,100,191.26,200.00,62,
525.79,1935,2100,100,188.98,200.00,62,
526.34,1935,2100,100,188.81,200.00,62,
526.90,1935,2100,100,189.04,200.00,62,
527.45,1950,2100,100,191.77,200.00,62,
528.00,1935,2100,100,189.18,200.00,62,
528.57,1935,2100,100,188.63,200.00,62,
529.11,1935,2100,100,188.50,200.00,62,
529.66,1950,2100,100,189.49,200.00,62,
530.22,1950,2100,100,191.82,200.00,62,
530.75,1935,2100,100,189.12,200.00,62,
531.31,1935,2100,100,188.39,200.00,62,
531.86,1935,2100,100,188.40,200.00,62,
532.42,1950,2100,100,189.22,200.00,62,
532.97,1935,2100,100,189.74,200.00,62,
533.56,1935,2100,100,189.06,200.00,62,
534.12,1935,2100,100,188.73,200.00,62,
534.70,1950,2100,100,189.22,200.00,61,
535.26,1950,2100,100,191.33,200.00,62,
535.81,1935,2100,100,189.26,200.00,62,
536.36,1935,2100,100,188.86,200.00,62,
536.92,1935,2100,100,188.80,200.00,62,
537.47,1950,2100,100,191.37,200.00,62,
538.03,1935,2100,100,189.03,200.00,62,
538.58,1935,2100,100,188.40,200.00,62,
539.18,1935,2100,100,188.79,200.00,62,
539.71,1950,2100,100,189.25,200.00,62,
540.26,1950,2100,100,191.47,200.00,62,
540.82,1935,2100,100,189.23,200.00,62,
541.39,1935,2100,100,188.32,200.00,62,
541.94,1950,2100,100,188.93,200.00,61,
542.50,1950,2100,100,191.89,200.00,62,
543.05,1935,2100,100,189.58,200.00,62,
543.60,1935,2100,100,188.44,200.00,62,
544.16,1935,2100,100,188.36,200.00,62,
544.69,1950,2100,100,188.52,200.00,61,
545.25,1950,2100,100,191.93,200.00,62,
545.82,1935,2100,100,189.94,200.00,62,
546.37,1935,2100,100,188.71,200.00,62,
546.92,1950,2100,100,188.43,200.00,61,
547.48,1950,2100,100,191.51,200.00,62,
548.03,1935,2100,100,189.64,200.00,62,
548.59,1935,2100,100,188.67,200.00,62,
549.14,1935,2100,100,188.95,200.00,62,
549.70,1950,2100,100,188.84,200.00,61,
550.23,1950,2100,100,191.69,200.00,62,
550.79,1935,2100,100,189.79,200.00,62,
551.34,1935,2100,100,188.48,200.00,62,
551.90,1935,2100,100,188.87,200.00,62,
552.45,1950,2100,99,191.59,200.00,62,
553.01,1935,2100,100,189.82,200.00,62,
553.56,1935,2100,100,188.10,200.00,62,
554.13,1935,2100,100,188.47,200.00,62,
554.67,1950,2100,100,188.56,200.00,61,
555.23,1950,2100,100,191.87,200.00,62,
555.78,1950,2100,100,190.16,200.00,62,
556.32,1935,2100,100,188.41,200.00,62,
556.87,1935,2100,100,188.59,200.00,62,
557.43,1950,2100,100,191.20,200.00,62,
557.98,1950,2100,100,190.25,200.00,62,
558.53,1935,2100,100,188.82,200.00,62,
559.09,1935,2100,100,188.83,200.00,62,
559.64,1935,2100,100,187.95,200.00,62,
560.20,1950,2100,100,190.86,200.00,62,
560.75,1950,2100,100,189.99,200.00,62,
561.30,1935,2100,100,189.10,200.00,62,
561.86,1935,2100,100,189.09,200.00,62,
562.41,1935,2100,100,188.34,200.00,62,
562.96,1935,2100,100,190.37,200.00,62,
563.51,1935,2100,100,189.06,200.00,62,
564.07,1935,2100,100,189.11,200.00,62,
564.63,1935,2100,100,188.69,200.00,62,
565.19,1950,2100,100,191.34,200.00,62,
565.74,1935,2100,100,190.58,200.00,62,
566.29,1935,2100,100,188.76,200.00,62,
566.84,1935,2100,100,188.47,200.00,62,
567.39,1935,2100,100,188.32,200.00,62,
567.95,1935,2100,100,190.98,200.00,62,
568.50,1935,2100,100,189.08,200.00,62,
569.06,1935,2100,100,188.68,200.00,62,
569.61,1935,2100,100,188.42,200.00,62,
570.17,1950,2100,100,190.91,200.00,62,
570.72,1935,2100,100,190.85,200.00,62,
571.28,1935,2100,100,189.31,200.00,62,
571.84,1935,2100,100,188.95,200.00,62,
572.39,1935,2100,100,188.42,200.00,62,
572.95,1935,2100,100,190.27,200.00,62,
573.50,1935,2100,100,188.85,200.00,62,
574.06,1935,2100,100,189.15,200.00,62,
574.61,1935,2100,100,188.76,200.00,62,
575.17,1950,2100,100,190.59,200.00,62,
575.72,1935,2100,100,190.14,200.00,62,
576.28,1935,2100,100,188.56,200.00,62,
576.85,1935,2100,100,188.75,200.00,62,
577.41,1935,2100,100,188.59,200.00,62,
577.96,1935,2100,100,190.48,200.00,62,
578.51,1935,2100,100,188.59,200.00,62,
579.08,1935,2100,100,188.55,200.00,62,
579.64,1935,2100,100,188.24,200.00,62,
580.19,1950,2100,100,190.56,200.00,62,
580.75,1935,2100,100,190.92,200.00,62,
581.30,1935,2100,100,188.64,200.00,62,
581.86,1935,2100,100,188.37,200.00,62,
582.41,1935,2100,100,188.02,200.00,62,
582.97,1935,2100,100,190.56,200.00,62,
583.52,1935,2100,100,188.80,200.00,62,
584.08,1935,2100,100,188.76,200.00,62,
584.61,1935,2100,100,188.27,200.00,62,
585.17,1950,2100,100,189.93,200.00,62,
585.70,1935,2100,100,190.67,200.00,62,
586.26,1935,2100,100,188.60,200.00,62,
586.81,1935,2100,100,188.94,200.00,62,
587.37,1935,2100,100,188.63,200.00,62,
587.94,1950,2100,100,190.67,200.00,62,
588.49,1935,2100,100,188.28,200.00,62,
589.03,1935,2100,100,188.58,200.00,62,
589.58,1935,2100,100,188.60,200.00,62,
590.14,1950,2100,100,190.00,200.00,62,
590.69,1950,2100,100,190.85,200.00,62,
591.25,1935,2100,100,188.28,200.00,62,
591.80,1935,2100,100,188.63,200.00,62,
592.36,1935,2100,100,188.60,200.00,62,
592.91,1935,2100,100,188.60,200.00,62,
593.46,1935,2100,100,188.80,200.00,62,
594.05,1935,2100,100,188.68,200.00,62,
594.61,1935,2100,100,188.48,200.00,62,
595.16,1950,2100,100,189.52,200.00,61,
595.72,1950,2100,100,191.09,200.00,62,
596.25,1935,2100,100,188.91,200.00,62,
596.80,1935,2100,100,188.73,200.00,62,
597.36,1935,2100,100,188.35,200.00,62,
597.91,1950,2100,100,189.29,200.00,61,
598.47,1935,2100,100,188.56,200.00,62,
599.06,1935,2100,100,188.73,200.00,62,
599.61,1935,2100,100,188.74,200.00,62,
600.17,1950,2100,100,189.36,200.00,61,
600.72,1950,2100,99,190.96,200.00,62,
601.28,1935,2100,100,188.90,200.00,62,
601.87,1935,2100,100,188.71,200.00,62,
602.43,1950,2100,100,189.67,200.00,61,
602.98,1950,2100,100,191.50,200.00,62,
603.54,1935,2100,100,188.79,200.00,62,
604.09,1935,2100,100,188.26,200.00,62,
604.66,1935,2100,100,188.37,200.00,62,
605.20,1950,2100,100,189.49,200.00,61,
605.75,1950,2100,100,191.81,200.00,62,
606.29,1935,2100,100,189.09,200.00,62,
606.84,1935,2100,100,188.34,200.00,62,
607.40,1935,2100,100,188.36,200.00,62,
607.95,1950,2100,100,191.73,200.00,62,
608.51,1935,2100,100,189.64,200.00,62,
609.06,1935,2100,100,188.93,200.00,62,
609.61,1935,2100,100,188.61,200.00,62,
610.17,1950,2100,100,189.16,200.00,61,
610.72,1950,2100,100,191.36,200.00,62,
611.28,1935,2100,100,189.49,200.00,62,
611.83,1935,2100,100,189.08,200.00,62,
612.39,1935,2100,100,188.96,200.00,62,
612.94,1950,2100,100,191.51,200.00,62,
613.50,1935,2100,100,189.05,200.00,62,
614.05,1935,2100,100,188.35,200.00,62,
614.61,1935,2100,100,188.71,200.00,62,
615.17,1950,2100,100,189.27,200.00,61,
615.72,1950,2100,100,191.54,200.00,62,
616.28,1950,2100,100,189.21,200.00,62,
616.83,1935,2100,100,188.35,200.00,62,
617.39,1935,2100,100,188.83,200.00,61,
617.98,1950,2100,100,191.78,200.00,62,
618.54,1950,2100,100,189.46,200.00,62,
619.09,1935,2100,100,188.37,200.00,62,
619.64,1935,2100,100,188.24,200.00,62,
620.20,1935,2100,100,188.30,200.00,61,
620.73,1950,2100,100,191.69,200.00,62,
621.29,1950,2100,100,189.70,200.00,62,
621.84,1935,2100,100,188.77,200.00,62,
622.40,1935,2100,100,188.77,200.00,62,
622.94,1950,2100,100,191.65,200.00,62,
623.49,1950,2100,100,189.79,200.00,62,
624.04,1935,2100,100,188.82,200.00,62,
624.63,1935,2100,100,188.99,200.00,62,
625.17,1935,2100,100,188.77,200.00,61,
625.72,1950,2100,100,191.58,200.00,62,
626.28,1935,2100,100,189.60,200.00,62,
626.84,1935,2100,100,188.38,200.00,62,
627.40,1935,2100,100,189.01,200.00,62,
627.95,1965,2100,1,111.89,200.00,55,
628.50,1965,2100,1,65.60,200.00,54,
629.04,1965,2100,1,64.80,200.00,53,
629.59,1965,2100,100,95.79,200.00,57,
630.15,1965,2100,100,138.34,200.00,58,
630.71,1965,2100,100,159.35,200.00,58,
631.26,1965,2100,100,159.66,200.00,58,
631.83,1965,2100,92,161.44,200.00,58,
632.38,1965,2100,71,161.30,200.00,58,
632.93,1965,2100,58,156.73,200.00,58,
633.49,1965,2100,58,156.52,200.00,58,
634.04,1965,2100,81,158.81,200.00,58,
634.59,1950,2100,58,157.07,200.00,57,
635.19,1950,2100,65,158.94,200.00,57,
635.75,1950,2100,85,158.77,200.00,57,
636.30,1965,2100,100,158.81,200.00,57,
636.86,1965,2100,100,158.68,200.00,58,
637.41,1965,2100,100,159.96,200.00,58,
637.96,1965,2100,100,160.77,200.00,58,
638.52,1965,2100,100,160.32,200.00,58,
639.08,1965,2100,100,158.42,200.00,58,
639.63,1965,2100,91,159.11,200.00,58,
640.17,1965,2100,70,159.65,200.00,58,
640.70,1965,2100,58,158.39,200.00,57,
641.25,1965,2100,58,156.02,200.00,57,
641.81,1965,2100,58,154.42,200.00,56,
642.36,1950,2100,71,156.07,200.00,56,
642.95,1950,2100,99,159.96,200.00,57,
643.53,1965,2100,97,161.93,200.00,56,
644.08,1965,2100,100,161.11,200.00,58,
644.65,1965,2100,100,160.71,200.00,58,
645.22,1965,2100,100,160.69,200.00,58,
645.78,1965,2100,100,160.98,200.00,58,
646.33,1965,2100,100,160.90,200.00,57,
646.89,1965,2100,100,158.71,200.00,57,
647.42,1965,2100,100,163.95,200.00,58,
647.98,1965,2100,100,159.76,200.00,57,
648.57,1965,2100,100,160.11,200.00,57,
649.13,1965,2100,86,160.86,200.00,57,
